pregunta,respuesta
¿Qué tipo de aviso doy para cancelar el RFC de una persona fallecida?,"Presenta la notificación del comienzo de la sucesión si la persona fallecida estuvo activa sin obligaciones fiscales, si eligió sólo uno de los siguientes esquemas: Sueldos y salarios, Incorporación Fiscal, Ingresos por intereses e Ingresos por dividendos, cuando la RFC está suspendida, pero tiene un crédito fiscal específico."
¿Quién puede presentar el aviso de cancelación en el RFC para la muerte?,Un miembro de la familia o un tercero interesado.
¿Cuándo debe presentarse el aviso de suspensión y reanudación de los empleados?,"De conformidad con las disposiciones del documento de procedimiento 75/CFF del actual RMF, el empleador debe presentar el aviso dentro del mes siguiente a la conclusión de la relación laboral. En caso de reanudación, el empleado debe prestar los servicios al empleador y ha sido suspendido en el RFC."
"¿Qué requisitos debe cumplir el archivo de extensión, con respecto a la información de mis trabajadores?","El expediente con extension.txt debe cumplir con las siguientes características: Nombre del indicador de la suspensión o reanudación del empleado (no apagado o reinicio del trabajador), o menos, o menos los trabajadores, y segundo nombre (no obligatorio)."
¿Cómo puedo generar el archivo con extensión a.txt si el trabajador no tiene un segundo nombre?,"Si el trabajador no tiene el segundo apellido, la cuarta columna correspondiente al segundo nombre entre tuberías debe quedar vacía : Esto no debe contener espacios, tabuladores o letras."
¿Cómo se debe presentar el aviso de suspensión o reanudación de mis empleados?,"Dentro del portal SAT en la sección empresas / contacto / Internet assistance (Mi portal)/Personal Portal Mi portal (contribuyendo).Entrar con RFC y Contraseña, genera una nueva solicitud con el tipo de procedimiento REAUDACIÓN REALIZADA o SUSPENSIÓN ASALADA, según el caso puede estar dentro de la dirección del menú principal a los servicios a través de Internet / servicios o solicitudes / solicitudes."
¿Puede colocarse la carta en los registros de mis trabajadores?,"En caso de que un registro contenga la letra Ñ, la palabra debe ser coloreada en la columna correspondiente y el archivo con la extensión.txt debe ser guardado en el formato ANSI compatible."
¿Cuántos registros puedo colocar en mi archivo con extensión.txt?,No hay límite de registro.
¿Qué requisitos tiene que cumplir mi trabajador para que el procedimiento sea apropiado?,"En caso de suspensión: Usted debe estar registrado y con un estado activo o reactivado en el registro de contribuyentes, tienen el 605 (sueldo y salario y régimen de ingresos asimilados a los salarios), no tienen uno o más regímenes que no sea ese."
¿Cuál es el plazo para que mi solicitud sea contestada?,El tiempo máximo para que el SAT resuelva el procedimiento o el servicio 10 días laborables.
¿Cuántos archivos con extensión.txt puedo introducir en mi aplicación?,"Se deberá introducir un único expediente mediante notificación, que deberá contener la información total de los empleados que deban suspenderse o reanudarse de conformidad con los requisitos establecidos en la hoja 75/CFF del anexo 1 A del actual RMF."
¿Debo enviar un aviso de la reanudación de los trabajadores cuando se contrata a un trabajador?,"Dado que la obligación incumbe al empleador, de conformidad con el artículo 27, sección VI, del Código Fiscal Federal y el artículo 30, sección IV, apartado b), de su Reglamento."
¿Debo notificar la suspensión de los trabajadores cuando usted dimite o despida a un trabajador?,"Dado que la obligación incumbe al empleador, de conformidad con el artículo 27, sección VI, del Código Fiscal Federal y el artículo 30, sección IV, apartado a), de su Reglamento."
¿Puedo enviar un aviso de suspensión o reanudación de empleados en línea?,Sólo en el Portal SAT.
¿Puedo hacer el procedimiento para abrir establecimientos en línea sin la firma e.?,¿Cómo uso mi contraseña?
¿Cómo envío el aviso de apertura?,"Personas físicas y morales que abran locales, establecimientos, sucursales, puestos fijos o semifijos, lugares donde se almacenen bienes y, en general, cualquier lugar utilizado para la realización de actividades."
¿Puedo proceder a la apertura de establecimientos en las oficinas del SAT?,"En las salas de Internet, el horario es de 8:30 a.m. a 4:00 p.m., de lunes a jueves, y viernes a 3:00 p.m.?"
¿Puedo hacer mi procedimiento de cierre en una oficina del SAT?,"En las salas de Internet, el horario es de 8:30 a.m. a 4:00 p.m., de lunes a jueves, y viernes a 3:00 p.m.?"
¿Quién puede presentar el aviso de cierre del establecimiento?,"Personas físicas y morales que cierran locales, establecimientos, sucursales, puestos fijos o semifijos, lugares donde se almacenan los bienes y, en general, cualquier lugar utilizado para la realización de actividades."
¿Puedo hacer el procedimiento para cerrar establecimientos en línea sin la firma e.?,¿Cómo uso mi contraseña?
Si presento el anuncio de inicio de procedimientos de competencia comercial ¿Se suspenden mis obligaciones fiscales?,"Con este aviso usted solo informa al SAT de su situación, sus obligaciones tributarias permanecen activas."
¿Puedo enviar el aviso de inicio del procedimiento de concurso comercial si no tengo contraseña?,"Para presentar el anuncio de inicio del procedimiento de concurso comercial, es esencial disponer de una contraseña."
¿Puedo presentar el aviso de inicio del procedimiento de concurso comercial a través del portal SAT?,"Puedes hacerlo online con RFC y contraseña, debes adjuntar el acuerdo de la aplicación o aplicación del Concurso Mercantil, digitalizado en formato pdf."
¿Quién presenta la notificación de reanudación de las actividades?,"Las personas que estén en suspensión de actividades y vuelvan a realizar alguna actividad económica o que tengan una obligación fiscal periódica de pagar, ya sea por cuenta propia o por cuenta de terceros."
¿Cómo proceder a la oficina del SAT?,"Las horas de atención de las oficinas del SAT son de lunes a jueves de 08:30 a 16:00 horas, y viernes de 8:30 a 15:00 horas con cita previa."
¿Puedo proceder en línea sin una firma e.?,"Usando la contraseña, pero si necesita registrar una nueva dirección fiscal, debe tener e.firm."
¿Puedo proceder con la suspensión de actividades en línea sin la firma e.?,¿Cómo uso mi contraseña?
¿Quién presenta la notificación de suspensión de actividades?,Personas físicas que interrumpen actividades económicas o cambian de residencia fiscal.
¿Puedo presentar el aviso de suspensión de actividades en las oficinas de la SAT?,"En Mi @spacio, el servicio se presta de lunes a jueves de 08:30 a 16:00 horas, y viernes de 8:30 a 15:00 horas."
Mi fecha de nacimiento es incorrecta en el RFC. ¿Qué aviso tengo que enviar para corregirlo?,El aviso de corrección o cambio de nombre.
¿Puedo enviar el aviso de corrección o cambio de nombre en línea?,El aviso de corrección o cambio de nombre sólo se presenta a las oficinas de la SAT.
¿Quién puede presentar el aviso de corrección o cambio de nombre?,El contribuyente es una persona física o su representante legal.
¿Qué necesito para hacer el procesamiento en línea?,Tenga la firma de e. en vigor.
¿Cómo puedo presentar un aviso de cambio de dirección?,Personas y empresas registradas en RFC.
"Si la solicitud generó un aviso de presentación sin terminar, ¿qué debo hacer?","Por cita, vaya a las oficinas del SAT con los requisitos para el procesamiento."
¿Puedo presentar un cambio de dirección si tengo revisión de auditoría?,"Mediante la presentación de la notificación con cinco días de antelación, siempre que no se haya notificado la resolución de la reconsideración."
¿Qué sucede si la respuesta a tu pregunta es negativa?,Inicie el procedimiento corrigiendo las inconsistencias detectadas.Envíe su estado fiscal Solicitud de Generación de Constancia con CIF para personas físicas a través de SAT ID.
¿Es válida la tarjeta profesional digital para este proceso?,"Para este procedimiento, sólo se puede adjuntar la captura o archivo que contenga cualquiera de las siguientes identificaciones válidas para votar, expedidas por el Instituto Nacional Electoral (antes Instituto Federal Electoral ), pasaporte válido, documento de identidad profesional válido (si procede, extensión o endoso migratorio), documento de identidad válido del Instituto Nacional de las Personas Mayores, documento migratorio válido emitido por la autoridad competente."
¿Qué pasa si rechazan mi procedimiento?,Puede volver a entrar en su procedimiento corrigiendo las inconsistencias detectadas.
¿Qué es el tiempo de respuesta?,Son 10 días laborables.
¿Cuántos registros puedo enviar?,No hay límite de registro.
¿Qué contiene un archivo de respuesta?,Contiene el CURP y el RFC registrados en el registro de contribuyentes.
"¿Es necesario presentar el anuncio de solicitud para el incentivo fiscal del IVA, en la Región de la Frontera Norte en 2021 cuando ya se disfrutó, en 2020?","Si ya tuvo el incentivo fiscal del IVA en la Región de la Frontera Norte durante el ejercicio fiscal 2020 y no fue dado de baja posteriormente, no es necesario volver a presentar el aviso de solicitud para el estímulo fiscal del IVA, en la región de la frontera norte en este año 2021."
